gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn
Male;No;No;No;9;No;No;DSL;No;No;No;No;Yes;No;Month-to-month;Yes;Credit card (automatic);347;2961;Yes
Male;Yes;Yes;No;71;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);11505;80166;No
Female;No;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;811;811;Yes
Male;No;Yes;Yes;22;Yes;No;No;No;No;No;No;No;No;One year;No;Mailed check;1995;4335;No
Female;No;Yes;Yes;1;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;2055;2055;Yes
Female;No;No;No;61;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;1066;64284;Yes
Female;No;Yes;No;67;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);8615;588385;No
Female;Yes;No;No;14;Yes;No;Fiber optic;Yes;Yes;No;No;No;No;Month-to-month;No;Electronic check;7885;10438;No
Male;No;Yes;No;59;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;No;Month-to-month;Yes;Electronic check;10675;62529;Yes
Male;Yes;Yes;No;21;Yes;No;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;No;Bank transfer (automatic);8655;185725;No
Male;No;No;No;4;No;No;DSL;Yes;Yes;No;Yes;No;No;Month-to-month;No;Mailed check;424;1464;No
Female;No;No;No;3;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;8945;24045;Yes
Male;No;Yes;No;70;Yes;Yes;No;No;No;No;No;No;No;Two year;No;Bank transfer (automatic);2425;172415;No
Female;No;No;No;3;Yes;No;Fiber optic;No;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;979;3153;Yes
Male;Yes;No;No;21;Yes;No;No;No;No;No;No;No;No;One year;No;Bank transfer (automatic);205;42955;No
Male;No;No;No;20;Yes;No;No;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);196;35615;No
Male;No;Yes;Yes;22;Yes;No;No;No;No;No;No;No;No;One year;No;Bank transfer (automatic);2025;48825;No
Male;No;No;No;1;Yes;No;DSL;No;No;No;No;No;Yes;Month-to-month;Yes;Mailed check;557;557;Yes
Female;No;No;No;63;Yes;No;No;No;No;No;No;No;No;Two year;Yes;Mailed check;206;12987;No
Female;No;Yes;Yes;70;Yes;No;No;No;No;No;No;No;No;Two year;No;Bank transfer (automatic);198;137875;No
Male;No;No;No;13;Yes;No;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Electronic check;798;97345;Yes
Female;No;No;No;5;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;No;Electronic check;802;38425;No
Female;No;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);1164;854325;No
Female;No;No;No;13;No;No;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;3165;38995;No
Male;No;Yes;No;61;Yes;No;Fiber optic;No;Yes;Yes;Yes;No;Yes;Month-to-month;No;Credit card (automatic);9415;573185;No
Male;No;No;No;1;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Electronic check;2065;2065;No
Female;Yes;Yes;No;56;Yes;Yes;Fiber optic;No;No;No;Yes;No;No;Month-to-month;Yes;Bank transfer (automatic);7685;427575;No
Female;No;No;No;4;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;2015;845;No
Male;No;No;No;35;Yes;Yes;DSL;Yes;No;No;No;No;No;Two year;No;Mailed check;5525;19241;No
Female;No;Yes;No;18;No;No;DSL;No;No;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;3905;66985;Yes
Male;No;Yes;No;72;Yes;Yes;DSL;No;Yes;Yes;No;Yes;Yes;Two year;No;Bank transfer (automatic);8215;57843;No
Female;Yes;No;No;49;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;Yes;One year;No;Bank transfer (automatic);103;51662;No
Female;No;Yes;No;44;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;No;Month-to-month;Yes;Credit card (automatic);951;406055;No
Female;Yes;Yes;No;3;Yes;No;Fiber optic;No;No;No;Yes;Yes;No;Month-to-month;Yes;Mailed check;839;2674;Yes
Female;No;Yes;Yes;37;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;9515;353285;No
Male;No;Yes;No;61;Yes;Yes;DSL;No;Yes;Yes;No;Yes;Yes;One year;Yes;Electronic check;798;49148;No
Male;No;Yes;No;70;Yes;Yes;DSL;Yes;No;Yes;Yes;No;Yes;Two year;Yes;Credit card (automatic);748;53158;No
Female;Yes;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;6985;6985;Yes
Female;No;No;No;41;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Electronic check;2045;7756;No
Male;No;Yes;Yes;70;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;One year;No;Bank transfer (automatic);7835;544595;No
Female;No;No;No;1;Yes;No;DSL;No;No;No;No;Yes;No;Month-to-month;Yes;Mailed check;5355;5355;Yes
Male;No;No;No;51;Yes;No;No;No;No;No;No;No;No;One year;No;Electronic check;191;10078;No
Female;No;Yes;Yes;42;Yes;No;No;No;No;No;No;No;No;Two year;No;Mailed check;20;83355;No
Female;No;Yes;Yes;70;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;No;Two year;No;Bank transfer (automatic);939;657905;Yes
Male;No;No;No;48;Yes;No;No;No;No;No;No;No;No;One year;No;Bank transfer (automatic);1995;10045;No
Male;No;Yes;Yes;68;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;11315;7856;Yes
Female;No;No;No;48;Yes;Yes;No;No;No;No;No;No;No;Two year;No;Credit card (automatic);24;118305;No
Female;Yes;Yes;No;26;Yes;No;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;No;Electronic check;8495;216975;Yes
Male;No;Yes;No;11;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);805;8969;Yes
Male;No;No;No;1;Yes;No;No;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;193;193;Yes
Female;No;No;No;27;Yes;No;No;No;No;No;No;No;No;One year;No;Mailed check;1915;50135;No
Female;Yes;No;No;46;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;No;One year;Yes;Bank transfer (automatic);913;412635;No
Male;No;No;No;1;Yes;No;DSL;No;No;Yes;No;No;No;Month-to-month;Yes;Mailed check;4965;4965;Yes
Female;No;No;No;46;Yes;No;DSL;No;No;Yes;Yes;No;No;Two year;No;Credit card (automatic);5435;246015;Yes
Male;No;Yes;Yes;25;Yes;No;No;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;1915;4776;No
Male;No;No;No;4;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;8845;37065;Yes
Male;No;No;No;13;Yes;No;No;No;No;No;No;No;No;Two year;No;Mailed check;1975;26575;No
Male;No;Yes;No;31;Yes;No;DSL;Yes;Yes;Yes;Yes;No;Yes;One year;Yes;Credit card (automatic);755;242445;No
Female;No;Yes;Yes;23;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;8375;184995;No
Female;No;No;No;2;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;194;6105;No
Female;No;No;No;65;Yes;Yes;No;No;No;No;No;No;No;Two year;No;Bank transfer (automatic);265;169855;No
Male;Yes;No;No;22;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;No;Month-to-month;Yes;Bank transfer (automatic);905;19106;Yes
Female;No;Yes;Yes;55;Yes;No;No;No;No;No;No;No;No;One year;No;Credit card (automatic);1915;9981;No
Male;No;Yes;No;9;Yes;No;Fiber optic;No;Yes;Yes;Yes;Yes;No;Month-to-month;Yes;Mailed check;9485;8906;Yes
Male;No;Yes;Yes;7;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);6995;5295;Yes
Female;No;Yes;Yes;35;No;No;DSL;No;No;No;Yes;Yes;No;One year;No;Mailed check;409;13836;No
Male;No;No;No;6;Yes;No;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Mailed check;8025;4934;No
Female;No;No;No;1;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);486;486;Yes
Male;No;No;No;17;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;708;1207;No
Male;No;Yes;Yes;10;Yes;No;DSL;No;No;Yes;No;Yes;No;Month-to-month;No;Mailed check;602;5635;No
Male;No;No;Yes;15;Yes;No;DSL;No;No;Yes;Yes;No;No;One year;No;Credit card (automatic);552;86455;No
Female;Yes;No;No;40;No;No;DSL;Yes;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;558;210935;Yes
Female;No;Yes;Yes;13;Yes;No;DSL;Yes;No;No;Yes;No;No;One year;No;Bank transfer (automatic);5415;70105;No
Male;No;Yes;No;29;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);8015;226525;Yes
Female;No;No;No;3;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;755;2206;Yes
Female;Yes;Yes;No;58;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);1004;57498;No
Female;No;No;No;45;Yes;No;DSL;Yes;Yes;No;Yes;No;No;One year;Yes;Credit card (automatic);6255;279645;No
Female;No;Yes;Yes;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;No;Two year;Yes;Bank transfer (automatic);7045;51657;No
Male;No;Yes;Yes;68;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;No;One year;Yes;Bank transfer (automatic);855;56966;No
Male;No;No;No;1;Yes;No;No;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);202;202;Yes
Female;No;Yes;Yes;38;Yes;No;DSL;Yes;Yes;No;No;No;No;Month-to-month;No;Electronic check;545;207605;No
Male;No;No;No;2;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;2075;442;No
Male;No;No;No;11;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;2035;21525;No
Female;Yes;Yes;No;20;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;One year;Yes;Bank transfer (automatic);91;18595;No
Male;No;Yes;No;72;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);1048;74701;No
Female;No;Yes;No;3;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);7475;2295;Yes
Male;No;No;No;23;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Mailed check;10405;24701;Yes
Male;No;No;No;40;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;Yes;Electronic check;511;20929;No
Male;Yes;Yes;No;62;Yes;Yes;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);898;562955;No
Female;No;No;Yes;22;Yes;No;No;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;2055;46985;No
Female;No;No;No;11;Yes;No;DSL;Yes;No;Yes;No;No;Yes;Month-to-month;No;Bank transfer (automatic);6405;73395;No
Male;Yes;Yes;No;7;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;7485;48525;No
Female;No;No;No;13;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;9665;12445;Yes
Male;Yes;No;No;1;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;2005;2005;Yes
Female;No;No;No;39;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;10345;399445;Yes
Male;No;Yes;No;3;No;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;25;7825;No
Male;No;No;No;58;Yes;No;No;No;No;No;No;No;No;Two year;No;Credit card (automatic);203;11315;No
Male;No;No;Yes;6;Yes;Yes;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;2635;18405;No
Female;No;Yes;Yes;1;Yes;No;No;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;199;199;Yes
Female;No;Yes;No;22;Yes;No;DSL;No;Yes;Yes;No;No;No;Month-to-month;Yes;Mailed check;547;117875;No
Male;No;Yes;No;14;No;No;DSL;No;No;No;No;Yes;Yes;Month-to-month;No;Electronic check;4635;6677;Yes
Male;No;Yes;Yes;64;Yes;Yes;Fiber optic;No;No;Yes;No;No;Yes;One year;No;Credit card (automatic);9025;562915;No
Male;No;No;No;1;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Electronic check;1995;1995;Yes
Male;No;No;No;6;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;2065;1093;No
Male;No;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Electronic check;796;796;Yes
Male;No;No;Yes;39;Yes;Yes;No;No;No;No;No;No;No;One year;No;Bank transfer (automatic);2545;95845;No
Female;No;No;No;20;Yes;No;No;No;No;No;No;No;No;One year;No;Mailed check;195;40315;No
Male;No;No;No;1;Yes;No;Fiber optic;No;No;No;Yes;No;No;Month-to-month;Yes;Electronic check;759;759;Yes
Male;No;Yes;No;1;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;No;Electronic check;762;762;Yes
Male;No;Yes;No;64;Yes;Yes;DSL;Yes;No;No;No;Yes;No;One year;Yes;Credit card (automatic);6615;43925;No
Male;No;No;Yes;1;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;1925;1925;Yes
Female;No;Yes;No;46;Yes;No;DSL;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);691;3168;No
Female;Yes;Yes;Yes;28;No;No;DSL;No;Yes;No;No;No;Yes;One year;Yes;Electronic check;391;10966;No
Female;No;Yes;No;33;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;2005;66945;No
Male;No;Yes;Yes;39;Yes;No;DSL;Yes;Yes;Yes;No;No;No;One year;No;Electronic check;598;234385;No
Female;No;Yes;No;42;Yes;Yes;Fiber optic;No;No;Yes;Yes;No;No;Month-to-month;Yes;Electronic check;843;35884;Yes
Female;No;No;No;1;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;486;486;No
Female;No;No;No;7;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;79;52295;Yes
Male;Yes;Yes;No;70;Yes;No;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Two year;No;Credit card (automatic);10535;75119;No
Male;No;No;No;65;Yes;Yes;No;No;No;No;No;No;No;Two year;Yes;Bank transfer (automatic);251;1725;No
Male;No;No;No;1;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;No;Electronic check;4975;4975;No
Male;No;Yes;No;18;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;9475;16919;No
Male;No;Yes;No;24;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;93;224805;No
Male;No;No;No;63;Yes;Yes;DSL;Yes;No;Yes;Yes;No;Yes;Two year;Yes;Bank transfer (automatic);719;44792;No
Female;No;No;Yes;44;Yes;Yes;DSL;No;Yes;No;No;Yes;Yes;One year;Yes;Mailed check;7755;34711;No
Male;No;No;No;4;Yes;No;No;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;1985;63;No
Female;No;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;7025;7025;Yes
Female;No;Yes;Yes;37;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;9525;331415;No
Female;Yes;No;No;10;Yes;No;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;Yes;Credit card (automatic);846;86555;Yes
Male;No;No;No;34;No;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);2505;8527;No
Male;No;Yes;No;35;No;No;DSL;Yes;No;Yes;No;Yes;Yes;One year;No;Credit card (automatic);5315;19309;No
Female;No;Yes;No;4;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Electronic check;2015;914;No
Female;Yes;Yes;No;39;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;10125;394915;No
Male;Yes;Yes;No;43;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Bank transfer (automatic);10055;4304;No
Female;No;Yes;Yes;17;Yes;Yes;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;241;4099;Yes
Female;No;Yes;No;61;Yes;Yes;No;No;No;No;No;No;No;Two year;No;Bank transfer (automatic);253;15549;No
Female;No;Yes;No;49;Yes;Yes;DSL;Yes;Yes;Yes;No;No;Yes;One year;No;Electronic check;718;347205;No
Male;No;No;No;4;Yes;No;No;No;No;No;No;No;No;One year;No;Mailed check;197;1178;No
Female;No;Yes;Yes;64;No;No;DSL;No;Yes;Yes;Yes;No;Yes;Two year;No;Electronic check;4985;321035;No
Male;No;No;No;3;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;696;2074;No
Male;No;Yes;Yes;1;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Electronic check;1975;1975;No
Male;No;Yes;No;40;Yes;No;Fiber optic;No;Yes;Yes;No;No;No;One year;No;Electronic check;808;313275;No
Female;No;No;Yes;1;Yes;No;DSL;Yes;Yes;No;Yes;No;No;Month-to-month;Yes;Electronic check;60;60;Yes
Male;No;No;No;8;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;8655;64965;Yes
Female;Yes;Yes;No;1;Yes;No;No;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;2085;2085;Yes
Female;Yes;Yes;No;34;Yes;No;DSL;No;No;Yes;Yes;Yes;No;One year;No;Bank transfer (automatic);642;21063;No
Female;No;Yes;No;1;No;No;DSL;No;No;No;No;No;Yes;Month-to-month;No;Electronic check;35;35;No
Female;No;No;No;39;No;No;DSL;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;5075;20114;Yes
Female;Yes;Yes;No;58;Yes;No;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;One year;Yes;Credit card (automatic);1055;62055;Yes
Male;No;Yes;Yes;45;Yes;No;No;No;No;No;No;No;No;Two year;No;Electronic check;192;9037;No
Male;Yes;No;No;6;Yes;No;Fiber optic;Yes;No;No;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);8515;5036;Yes
Male;No;No;No;43;Yes;No;Fiber optic;Yes;Yes;Yes;Yes;No;No;One year;Yes;Credit card (automatic);9065;38823;No
Male;No;Yes;Yes;41;Yes;No;No;No;No;No;No;No;No;Two year;Yes;Mailed check;20;8798;No
Male;No;No;No;5;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;7465;38365;No
Male;No;No;No;72;No;No;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);612;439025;No
Male;No;No;No;4;Yes;No;No;No;No;No;No;No;No;One year;No;Mailed check;1995;682;No
Male;No;Yes;Yes;9;Yes;No;DSL;No;Yes;No;Yes;No;No;Month-to-month;No;Mailed check;548;4528;No
Male;Yes;Yes;No;72;Yes;Yes;DSL;No;No;Yes;No;Yes;Yes;Two year;Yes;Credit card (automatic);7345;5329;No
Female;No;Yes;No;33;Yes;No;DSL;No;No;No;Yes;No;No;One year;Yes;Mailed check;5145;17589;No
Female;No;Yes;No;72;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Two year;No;Bank transfer (automatic);8045;57376;No
Male;No;Yes;No;22;Yes;No;DSL;Yes;No;No;Yes;No;No;Month-to-month;Yes;Electronic check;542;11527;Yes
Female;No;Yes;No;70;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;Electronic check;1095;767455;Yes
Male;No;Yes;Yes;21;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;No;Electronic check;1044;215795;Yes
Male;No;No;No;15;Yes;No;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;No;Electronic check;853;121985;No
Male;Yes;Yes;No;29;Yes;Yes;Fiber optic;No;No;No;Yes;No;No;Month-to-month;Yes;Electronic check;793;241455;No
Female;No;Yes;Yes;15;Yes;No;DSL;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;No;Bank transfer (automatic);765;11556;No
Male;Yes;Yes;Yes;71;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);1051;75481;Yes
Male;Yes;No;No;72;Yes;Yes;No;No;No;No;No;No;No;Two year;No;Bank transfer (automatic);254;180935;No
Female;No;Yes;No;19;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;8685;15644;No
Male;No;No;No;1;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;1965;1965;No
Female;No;No;No;1;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;757;757;Yes
Female;No;No;No;2;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;4555;844;No
Female;Yes;Yes;Yes;11;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Credit card (automatic);781;86485;No
Female;No;No;No;12;Yes;No;No;No;No;No;No;No;No;One year;No;Mailed check;193;22875;No
Female;No;Yes;No;70;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;1105;775205;No
Female;Yes;Yes;No;20;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;No;Electronic check;908;1951;Yes
Female;No;No;No;23;Yes;No;No;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);203;4706;No
Male;Yes;No;No;49;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;No;Credit card (automatic);8135;40609;No
Female;No;Yes;Yes;4;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;9795;3845;Yes
Male;No;No;No;32;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Credit card (automatic);10815;34329;Yes
Male;No;No;Yes;2;Yes;No;DSL;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;553;10865;No
Male;Yes;Yes;No;69;No;No;DSL;Yes;Yes;No;No;Yes;Yes;Two year;No;Credit card (automatic);5655;395265;No
Male;No;No;No;6;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Credit card (automatic);805;46305;Yes
Female;No;Yes;Yes;24;Yes;No;No;No;No;No;No;No;No;Two year;Yes;Mailed check;197;49405;No
Female;No;No;No;32;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Credit card (automatic);10405;341685;No
Female;No;No;No;27;Yes;No;DSL;Yes;Yes;No;No;No;No;Two year;No;Bank transfer (automatic);5285;149865;No
Female;Yes;Yes;No;27;Yes;Yes;Fiber optic;Yes;No;No;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);1043;286775;Yes
Male;No;No;No;58;Yes;Yes;Fiber optic;No;No;No;Yes;No;No;Month-to-month;No;Bank transfer (automatic);8065;480735;No
Male;No;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;7135;7135;Yes
Female;No;Yes;Yes;18;Yes;Yes;No;No;No;No;No;No;No;Two year;Yes;Credit card (automatic);2465;47135;No
Female;No;Yes;Yes;47;Yes;No;No;No;No;No;No;No;No;Two year;Yes;Bank transfer (automatic);213;10418;No
Female;No;Yes;Yes;70;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;1102;76898;No
Female;No;No;No;13;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;No;No;Month-to-month;No;Electronic check;894;113235;Yes
Female;No;Yes;Yes;36;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;No;Credit card (automatic);5105;1815;No
Male;No;No;No;67;Yes;No;No;No;No;No;No;No;No;Two year;Yes;Mailed check;198;13113;No
Female;No;No;No;10;Yes;No;No;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;199;19945;No
Male;Yes;No;No;19;Yes;No;Fiber optic;Yes;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;873;16373;No
Female;No;Yes;Yes;71;Yes;No;No;No;No;No;No;No;No;Two year;No;Bank transfer (automatic);1985;132635;No
Male;No;Yes;Yes;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Mailed check;894;637655;No
Female;No;Yes;Yes;48;Yes;No;No;No;No;No;No;No;No;Two year;No;Mailed check;20;9359;No
Male;No;No;No;1;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;2005;2005;No
Male;No;Yes;Yes;18;Yes;No;DSL;Yes;No;Yes;Yes;Yes;Yes;Month-to-month;No;Electronic check;8325;161115;No
Male;No;No;No;1;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;206;206;Yes
Male;Yes;Yes;No;67;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);1029;69897;No
Male;No;Yes;Yes;69;No;No;DSL;Yes;No;Yes;Yes;No;No;Two year;No;Mailed check;391;27795;No
Male;No;No;No;19;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;9995;193175;Yes
Male;Yes;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Mailed check;1145;833195;No
Female;Yes;No;No;38;Yes;No;No;No;No;No;No;No;No;Two year;No;Mailed check;202;7359;No
Male;Yes;Yes;No;40;Yes;No;DSL;No;No;No;No;No;Yes;One year;No;Electronic check;558;22833;No
Female;No;Yes;Yes;61;Yes;Yes;No;No;No;No;No;No;No;Two year;Yes;Mailed check;242;14452;No
Female;No;No;No;10;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);81;81805;Yes
Male;No;Yes;No;32;Yes;Yes;DSL;Yes;No;No;Yes;Yes;No;One year;Yes;Credit card (automatic);728;233305;No
Female;No;No;No;21;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);9985;199255;No
Female;Yes;No;No;59;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;One year;Yes;Electronic check;995;5890;No
Female;Yes;Yes;No;13;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;7015;91675;Yes
Female;No;No;No;47;Yes;No;No;No;No;No;No;No;No;Two year;No;Credit card (automatic);2025;10298;No
